ID_Aluno,ID_Disciplina,Presenca,Nota_Midterm,Nota_Final,Nota_Projetos,Nota_Total,Conceito
S2756,CS,73.1,83.78,77.66,65.98,64.06,F
S2757,Engineering,57.43,89.21,62.84,62.11,72.24,D
S2758,CS,86.19,94.22,87.51,57.77,50.46,A
S2759,Mathematics,59.34,45.91,58.27,73.0,79.9,D
S2760,CS,86.93,46.29,50.58,67.06,53.73,A
S2761,Mathematics,73.97,87.78,72.64,87.24,57.27,F
S2762,Mathematics,72.69,55.14,73.97,61.84,81.3,A
S2763,CS,92.57,43.51,89.54,86.82,50.67,A
S2764,Engineering,85.43,64.07,67.42,64.41,78.68,A
S2765,CS,51.65,89.19,88.88,79.64,81.92,D
S2766,Mathematics,64.81,47.59,58.68,81.92,89.41,F
S2767,Engineering,93.55,80.31,74.52,83.59,53.4,B
S2768,CS,50.92,40.22,52.51,58.77,50.15,D
S2769,CS,77.26,46.58,63.13,64.14,88.34,C
S2770,CS,86.39,61.05,91.45,62.31,64.5,A
S2771,Mathematics,81.09,45.02,52.96,78.81,94.36,F
S2772,Engineering,88.03,90.75,88.61,53.79,59.25,B
S2773,Business,86.28,91.84,56.97,75.91,79.28,A
S2774,CS,,85.33,42.07,54.37,55.47,C
S2775,CS,,54.55,46.6,66.85,70.13,A
S2776,Mathematics,82.28,71.39,84.75,84.34,94.1,F
S2777,CS,70.12,51.05,55.72,70.63,80.42,A
S2778,Mathematics,73.6,56.88,79.25,64.02,84.48,D
S2779,CS,85.84,70.96,81.95,80.79,61.3,B
S2780,CS,93.82,84.1,60.71,87.01,96.14,B
S2781,Engineering,63.61,45.68,68.5,62.73,81.17,F
S2782,Mathematics,67.1,57.8,64.23,64.97,55.29,F
S2783,Mathematics,96.54,95.6,96.84,82.01,50.78,A
S2784,CS,78.93,65.75,59.2,98.26,50.8,A
S2785,CS,58.95,96.33,51.0,60.69,52.56,F
S2786,Engineering,,99.48,61.94,82.71,95.58,C
S2787,Engineering,99.54,71.6,80.17,95.33,67.92,A
S2788,Business,91.17,57.28,81.84,73.1,64.91,A
S2789,CS,87.29,87.45,95.44,65.84,70.83,A
S2790,Mathematics,60.4,49.56,92.91,83.34,70.48,A
S2791,Engineering,,55.12,57.3,51.57,61.92,A
S2792,Business,76.29,87.09,67.31,68.01,54.59,C
S2793,Engineering,94.46,66.02,84.84,62.9,55.43,A
S2794,Engineering,66.49,52.09,94.99,61.23,79.96,F
S2795,Mathematics,53.1,79.07,60.23,58.99,69.84,C
S2796,Engineering,73.8,83.97,66.67,86.85,95.12,B
S2797,Business,63.49,47.5,93.97,97.75,73.19,F
S2798,Mathematics,85.76,56.62,61.51,69.24,75.17,A
S2799,Engineering,97.86,53.28,68.83,52.46,96.41,B
S2800,Engineering,84.55,62.79,94.27,85.95,75.08,B
S2801,CS,94.35,85.81,88.13,76.91,75.1,A
S2802,CS,72.65,82.82,54.61,86.18,68.16,B
S2803,CS,88.58,79.75,59.49,82.4,85.52,A
S2804,CS,92.15,40.38,61.18,95.27,69.61,A
S2805,CS,85.54,48.53,94.76,57.02,79.42,A
S2806,CS,75.39,53.4,99.94,58.46,72.37,C
S2807,CS,81.29,56.32,86.44,67.08,76.44,C
S2808,Engineering,85.03,48.79,69.06,74.57,91.35,A
S2809,CS,,64.62,40.61,96.29,70.69,B
S2810,CS,90.48,44.51,81.85,95.35,61.5,B
S2811,Engineering,97.52,85.0,63.36,93.59,78.52,A
S2812,Engineering,73.26,87.26,77.98,61.13,96.88,D
S2813,Engineering,85.05,74.46,76.4,86.48,84.66,B
S2814,Engineering,86.85,45.38,68.85,69.17,65.42,A
S2815,Business,83.11,93.4,96.66,96.56,98.15,B
S2816,Engineering,77.36,97.94,41.39,60.73,67.14,A
S2817,Engineering,94.08,52.14,82.73,57.06,99.16,B
S2818,Mathematics,72.45,82.28,64.59,92.12,59.6,F
S2819,Business,53.06,90.52,82.83,85.85,99.98,F
S2820,Engineering,,72.39,80.51,91.07,53.8,B
S2821,Engineering,83.7,59.4,40.61,57.9,85.66,C
S2822,CS,92.46,68.71,57.12,94.24,87.02,A
S2823,Engineering,56.93,70.74,51.35,83.88,83.98,C
S2824,Mathematics,51.54,64.04,50.02,82.58,88.88,C
S2825,Engineering,96.72,95.79,83.71,79.13,73.59,A
S2826,Mathematics,57.39,84.63,54.37,88.24,52.71,C
S2827,Engineering,90.48,54.48,68.48,70.78,67.89,A
S2828,Mathematics,,75.13,54.82,56.64,82.12,A
S2829,Engineering,85.44,81.32,74.81,76.96,82.31,A
S2830,CS,56.56,48.41,83.23,87.41,59.76,C
S2831,Engineering,83.37,61.51,59.86,57.68,62.65,D
S2832,CS,94.45,94.33,76.18,61.2,74.33,B
S2833,CS,71.28,74.03,89.49,84.83,86.43,A
S2834,Business,70.68,53.02,45.65,63.48,92.64,C
S2835,CS,,47.37,82.64,58.5,54.32,C
S2836,Business,54.11,71.09,59.39,94.47,96.28,F
S2837,CS,94.6,72.86,47.36,58.04,96.39,A
S2838,CS,93.46,60.06,72.74,67.21,50.4,A
S2839,Mathematics,99.9,77.82,53.58,71.42,75.32,A
S2840,CS,79.26,44.12,89.28,73.81,79.36,D
S2841,Engineering,87.56,48.71,42.57,68.07,77.69,A
S2842,Engineering,60.13,72.78,45.92,95.63,80.79,F
S2843,Engineering,83.38,43.71,71.26,82.93,75.17,F
S2844,Mathematics,82.49,92.85,75.34,67.97,64.69,F
S2845,Engineering,95.06,48.53,83.79,67.89,54.79,B
S2846,Engineering,91.54,80.44,55.56,75.15,60.42,B
S2847,Business,96.92,63.47,90.51,51.68,87.01,A
S2848,CS,93.44,63.99,97.19,96.33,62.05,A
S2849,Engineering,93.43,85.89,69.94,61.17,91.49,B
S2850,Mathematics,53.19,69.97,85.63,84.88,70.17,C
S2851,Engineering,92.3,83.54,71.49,88.89,70.72,A
S2852,Business,80.37,70.31,44.17,91.37,93.42,C
S2853,Engineering,,75.57,59.57,58.28,60.71,D
S2854,Business,52.83,85.64,45.25,76.83,59.48,F
S2855,Mathematics,83.88,76.44,99.33,54.18,99.27,D
S2856,CS,66.41,76.94,53.74,90.24,77.03,D
S2857,CS,73.39,87.35,78.15,74.32,59.53,C
S2858,Engineering,84.09,96.95,57.06,57.92,58.29,A
S2859,Business,95.59,62.6,79.19,85.93,93.08,A
S2860,CS,91.27,74.63,52.62,66.56,79.99,B
S2861,CS,72.53,45.18,87.12,55.73,55.75,C
S2862,CS,69.39,61.53,46.65,73.05,94.35,D
S2863,Mathematics,61.99,64.72,93.71,61.76,72.2,A
S2864,Engineering,68.62,90.11,90.43,97.51,99.47,F
S2865,Engineering,,70.8,80.73,68.07,64.09,B
S2866,CS,98.56,83.86,44.04,78.62,76.44,A
S2867,CS,78.7,41.14,52.51,97.42,58.66,D
S2868,CS,56.39,67.87,91.56,69.69,71.99,D
S2869,CS,67.64,94.08,47.32,67.91,58.83,C
S2870,Mathematics,77.35,53.46,49.36,58.12,65.36,A
S2871,Mathematics,76.64,41.89,72.64,96.92,63.49,A
S2872,CS,51.78,66.0,56.45,90.04,64.15,D
S2873,CS,97.54,82.27,53.32,61.05,98.49,B
S2874,CS,63.77,67.27,74.55,66.63,51.92,B
S2875,Engineering,50.81,67.6,62.35,95.75,74.84,C
S2876,CS,53.82,80.19,48.43,76.86,81.46,C
S2877,CS,79.01,55.26,72.09,77.82,83.04,C
S2878,CS,56.89,85.11,63.22,82.41,87.73,C
S2879,Business,52.09,49.19,84.07,88.11,88.05,D
S2880,Business,68.98,63.75,46.17,96.96,97.78,D
S2881,Engineering,81.14,79.36,77.24,90.11,87.78,A
S2882,CS,,89.7,66.19,96.73,91.18,A
S2883,Mathematics,65.67,87.49,64.36,91.03,76.62,A
S2884,Mathematics,70.89,83.3,53.94,52.32,82.88,C
S2885,CS,57.97,61.55,41.83,55.88,73.91,D
S2886,CS,75.3,47.34,90.86,94.24,63.82,F
S2887,Engineering,54.26,53.01,59.58,51.38,65.67,C
S2888,CS,52.33,91.89,80.87,89.71,68.03,D
S2889,Engineering,75.99,91.44,96.86,92.49,67.03,F
S2890,Engineering,62.39,97.09,73.9,70.77,76.66,D
S2891,Engineering,54.77,44.56,63.83,67.74,62.38,C
S2892,CS,71.2,72.21,56.1,59.72,75.83,D
S2893,Engineering,95.76,78.92,96.04,52.45,95.81,A
S2894,Mathematics,86.21,82.64,80.92,87.27,70.3,A
S2895,CS,90.78,78.63,79.92,53.69,61.13,A
S2896,Engineering,93.6,86.2,65.57,97.23,67.34,A
S2897,CS,98.63,61.57,90.7,64.84,93.84,B
S2898,CS,88.16,50.77,82.82,89.71,97.08,B
S2899,Engineering,80.42,52.28,56.99,52.98,94.33,D
S2900,CS,68.27,40.72,75.97,76.81,64.37,C
S2901,CS,59.08,61.02,65.81,67.45,69.39,D
S2902,CS,,45.5,40.4,51.5,98.75,C
S2903,Engineering,99.75,59.29,88.46,82.79,66.19,A
S2904,Business,73.37,77.69,47.37,97.16,56.89,A
S2905,CS,86.18,93.67,70.6,50.54,64.1,A
S2906,Engineering,74.75,90.38,60.17,63.52,98.2,D
S2907,CS,71.6,55.16,60.53,85.18,70.79,F
S2908,Engineering,70.52,48.04,68.64,93.56,96.69,D
S2909,Engineering,,51.58,99.82,59.54,55.2,C
S2910,Engineering,,98.26,64.5,53.54,88.3,F
S2911,Mathematics,87.44,72.97,50.94,50.43,54.67,B
S2912,Mathematics,93.71,50.95,76.82,60.76,59.87,B
S2913,CS,,90.44,54.18,53.57,80.81,F
S2914,Business,61.38,63.71,46.33,67.97,71.72,A
S2915,CS,,93.95,43.01,72.01,83.33,A
S2916,Mathematics,67.08,55.64,41.37,74.0,98.67,B
S2917,CS,65.47,63.59,65.87,57.12,52.64,D
S2918,CS,86.34,70.3,65.6,73.2,59.58,B
S2919,CS,65.23,93.56,51.13,50.45,82.01,F
S2920,CS,52.65,92.13,87.04,61.97,94.83,D
S2921,Business,68.68,74.46,47.76,68.45,89.88,C
S2922,Mathematics,86.07,53.31,94.92,55.92,73.28,A
S2923,Engineering,,64.2,75.25,90.7,87.27,A
S2924,Business,81.48,98.54,41.66,60.06,60.4,F
S2925,Business,83.01,76.47,97.78,87.74,50.69,F
S2926,CS,86.69,86.87,58.48,73.69,78.5,A
S2927,CS,94.86,66.99,67.0,73.99,90.66,B
S2928,CS,71.63,71.92,57.06,82.26,71.67,D
S2929,CS,58.32,65.74,83.71,52.21,78.46,D
S2930,CS,65.95,82.18,69.14,53.94,71.11,B
S2931,CS,71.61,91.09,47.94,66.34,75.7,B
S2932,CS,85.69,70.44,46.25,70.84,94.22,B
S2933,CS,50.66,68.85,83.52,71.5,73.91,D
S2934,Mathematics,65.79,60.42,54.22,83.84,50.37,F
S2935,CS,88.99,50.63,48.27,50.04,89.99,B
S2936,Engineering,83.54,96.35,69.97,97.96,80.89,C
S2937,Engineering,86.59,58.96,88.17,58.72,86.52,A
S2938,Engineering,90.59,88.04,56.73,62.43,95.05,B
S2939,CS,89.16,82.92,56.59,95.28,64.31,A
S2940,CS,84.11,87.46,90.03,50.27,75.15,D
S2941,CS,71.98,96.21,48.87,99.57,80.12,B
S2942,CS,,77.4,77.0,51.8,67.27,D
S2943,CS,78.45,93.88,97.3,56.03,92.3,B
S2944,Engineering,60.14,50.06,90.48,62.01,84.88,D
S2945,Engineering,64.64,77.6,43.71,71.94,86.67,A
S2946,Engineering,,86.34,59.19,75.92,90.4,A
S2947,Engineering,96.24,56.3,48.54,55.24,62.9,A
S2948,CS,58.94,84.45,96.95,53.68,87.28,C
S2949,Business,54.12,86.71,99.16,51.59,88.69,F
S2950,CS,94.08,89.87,54.1,62.84,92.12,B
S2951,Business,95.76,58.77,80.18,96.08,74.43,A
S2952,Business,63.82,80.9,90.5,69.49,75.21,A
S2953,Engineering,68.86,58.26,54.02,88.2,54.91,B
S2954,CS,83.01,84.34,51.26,59.51,92.61,F
S2955,Engineering,66.5,67.78,40.67,53.23,76.67,B
S2956,CS,93.86,75.85,64.72,77.71,79.72,A
S2957,CS,55.38,64.95,93.97,91.1,56.07,D
S2958,CS,51.9,49.72,94.18,94.92,80.09,D
S2959,CS,60.42,50.68,47.66,77.31,52.1,C
S2960,Engineering,64.3,44.65,52.26,64.7,96.16,C
S2961,Business,55.65,77.08,64.48,55.48,93.18,D
S2962,CS,53.28,90.92,86.84,83.39,59.72,D
S2963,Mathematics,87.78,41.25,76.71,64.02,79.69,A
S2964,Mathematics,58.21,43.97,70.83,92.2,80.13,C
S2965,Mathematics,95.7,67.45,75.52,80.26,90.17,A
S2966,Business,,84.26,45.77,92.94,87.85,C
S2967,CS,83.53,49.46,68.66,78.33,99.66,D
S2968,CS,61.27,56.3,99.52,88.59,67.54,B
S2969,Engineering,62.02,53.92,45.31,64.72,56.23,B
S2970,Engineering,78.74,63.94,71.15,75.15,78.67,A
S2971,Business,78.03,53.5,57.74,50.97,88.2,D
S2972,Mathematics,88.44,61.16,72.39,80.39,64.29,B
S2973,Engineering,87.89,83.71,74.43,76.69,61.81,B
S2974,CS,83.53,76.66,74.65,87.76,90.12,F
S2975,CS,72.46,44.87,91.13,86.45,87.69,C
S2976,CS,94.53,78.26,63.38,81.38,60.17,A
S2977,Engineering,81.13,68.62,70.98,52.83,93.46,F
S2978,Engineering,99.51,96.07,40.66,95.15,56.74,A
S2979,Business,90.97,57.36,87.37,50.9,55.46,A
S2980,Engineering,52.22,83.57,55.57,90.16,67.56,C
S2981,Mathematics,66.03,83.85,88.99,73.97,94.33,F
S2982,Engineering,78.59,53.29,55.94,90.9,84.77,A
S2983,Business,86.07,94.19,40.65,73.25,69.74,A
S2984,CS,77.52,69.47,49.29,82.35,57.86,F
S2985,Business,89.31,80.73,99.14,68.16,85.67,B
S2986,Engineering,,48.75,59.19,87.18,79.96,A
S2987,CS,59.2,55.47,46.53,62.71,99.38,D
S2988,CS,,75.17,47.13,85.97,88.28,B
S2989,Mathematics,78.67,59.14,58.62,59.67,55.11,B
S2990,CS,84.43,69.98,42.26,86.11,86.41,C
S2991,Engineering,66.31,62.44,70.69,64.68,62.87,A
S2992,CS,80.68,78.43,52.82,63.93,98.09,C
S2993,Engineering,52.61,69.23,71.16,90.57,50.96,D
S2994,Business,54.96,40.28,48.45,90.68,61.92,C
S2995,CS,85.09,78.98,65.79,84.57,74.95,A
S2996,Engineering,68.4,65.33,75.88,96.2,53.95,B
S2997,Mathematics,83.57,60.5,43.72,57.81,67.2,A
S2998,Business,91.59,45.65,63.92,63.47,74.86,A
S2999,Business,92.63,53.22,58.15,64.7,72.35,B
S3000,Engineering,58.61,53.43,54.42,65.26,73.03,F
S3001,CS,74.31,96.12,76.27,66.4,93.95,A
S3002,Engineering,86.7,65.95,75.31,84.85,75.26,A
S3003,Business,88.7,42.52,77.84,63.54,97.05,A
S3004,CS,89.23,48.33,49.53,64.3,57.39,B
S3005,CS,61.41,44.74,57.14,78.52,64.01,D
S3006,CS,59.63,75.33,52.58,59.67,82.83,D
S3007,Engineering,79.5,51.2,72.43,68.24,64.16,F
S3008,Business,87.05,69.91,67.66,52.9,67.36,A
S3009,CS,65.96,62.2,59.82,97.63,95.05,C
S3010,Engineering,,88.23,87.16,65.87,76.93,A
S3011,Mathematics,85.84,59.23,45.64,92.5,66.73,B
S3012,CS,64.98,67.5,98.49,76.5,88.84,F
S3013,Engineering,58.32,83.28,46.99,61.41,53.53,D
S3014,Mathematics,57.39,66.0,86.38,59.67,78.18,C
S3015,Mathematics,65.75,87.59,62.09,84.75,54.98,C
S3016,CS,79.63,79.7,91.92,98.24,58.84,B
S3017,CS,67.92,64.63,44.45,59.15,53.12,F
S3018,CS,51.03,70.24,62.48,55.77,95.08,C
S3019,Business,54.85,98.03,60.13,69.35,52.41,F
S3020,Business,64.53,79.7,99.59,69.69,75.82,B
S3021,Engineering,82.99,94.3,99.13,90.31,61.25,C
S3022,CS,54.93,50.73,51.39,73.44,69.18,C
S3023,CS,78.03,68.99,77.8,53.12,74.68,B
S3024,Engineering,55.99,94.52,72.13,96.03,72.5,D
S3025,Engineering,60.58,59.36,49.26,68.66,87.4,D
S3026,Business,58.61,98.06,50.07,83.43,95.59,C
S3027,Engineering,53.36,45.82,99.36,83.37,65.01,D
S3028,CS,83.57,94.16,67.16,52.82,51.23,C
S3029,CS,,66.71,47.55,50.18,94.7,F
S3030,CS,91.55,44.42,52.89,54.4,98.94,A
S3031,CS,54.94,92.77,56.1,97.83,71.67,F
S3032,CS,57.24,55.12,70.66,89.7,72.79,D
S3033,CS,65.32,41.34,60.13,56.6,57.21,C
S3034,CS,88.29,48.15,67.3,80.74,73.78,A
S3035,CS,65.29,79.55,49.99,80.6,65.17,A
S3036,Business,70.42,98.67,59.6,50.03,99.72,C
S3037,CS,65.08,46.69,44.22,71.45,59.24,C
S3038,Engineering,54.01,67.72,93.38,85.59,68.93,D
S3039,Business,,50.84,51.93,59.34,80.83,A
S3040,Engineering,77.43,84.7,85.41,92.55,67.26,A
S3041,Mathematics,89.39,47.08,60.97,83.02,73.72,A
S3042,CS,82.92,54.39,68.46,50.35,98.67,F
S3043,Business,,51.78,57.48,92.75,75.4,B
S3044,Mathematics,54.48,73.15,81.79,50.97,95.52,C
S3045,Business,82.14,92.39,90.67,94.4,52.15,D
S3046,CS,57.77,70.67,57.18,66.69,55.99,D
S3047,CS,70.72,43.49,54.53,84.93,97.23,D
S3048,CS,81.46,73.8,80.89,89.37,56.44,A
S3049,Engineering,89.11,87.85,51.71,64.06,86.83,B
S3050,Business,84.25,47.93,78.39,67.82,72.3,B
S3051,CS,,44.36,45.67,75.48,70.34,A
S3052,Engineering,57.45,51.27,77.21,79.13,82.96,C
S3053,Engineering,67.31,84.77,70.8,64.6,86.38,B
S3054,Engineering,,75.5,46.83,99.62,96.6,F
S3055,Business,85.97,72.44,78.95,86.85,62.84,A
S3056,Business,,54.97,66.79,63.71,84.9,B
S3057,CS,63.21,59.93,53.03,82.02,67.11,C
S3058,Engineering,54.38,97.95,61.2,71.77,85.88,C
S3059,CS,73.78,54.44,69.53,93.02,57.11,C
S3060,Engineering,92.83,94.1,45.49,66.45,72.88,A
S3061,Mathematics,77.6,74.83,97.46,59.39,59.18,C
S3062,Business,52.34,47.4,79.93,52.31,66.82,C
S3063,Engineering,98.71,68.04,46.15,99.22,85.78,A
S3064,CS,91.43,96.91,89.37,67.96,61.67,A
S3065,CS,56.58,65.11,59.35,61.03,84.24,C
S3066,Engineering,96.09,91.8,75.81,74.59,74.8,B
S3067,CS,72.53,55.39,56.63,64.58,54.6,A
S3068,Engineering,68.59,74.26,84.0,61.65,69.33,B
S3069,CS,73.05,90.63,83.38,80.82,93.46,F
S3070,CS,91.73,95.24,73.12,53.74,99.46,B
S3071,CS,,69.15,54.46,75.45,68.45,D
S3072,Mathematics,52.96,78.38,55.22,69.37,52.74,D
S3073,Business,97.88,40.18,62.97,76.63,56.51,B
S3074,CS,,55.19,48.7,66.02,89.41,B
S3075,CS,87.28,56.72,60.26,78.52,82.79,A
S3076,Engineering,81.81,45.61,81.06,54.09,64.25,D
S3077,CS,59.38,56.78,89.85,68.81,69.56,D
S3078,Engineering,58.54,59.27,59.95,61.87,90.56,C
S3079,Business,93.52,98.13,54.02,71.9,70.66,B
S3080,Engineering,70.98,80.12,89.96,69.92,87.79,D
S3081,Engineering,82.73,65.56,93.44,81.56,64.76,B
S3082,Engineering,75.2,99.28,64.6,81.44,86.24,F
S3083,Mathematics,86.37,49.19,41.61,70.67,73.32,B
S3084,Mathematics,,68.56,81.7,59.08,77.27,A
S3085,Engineering,64.37,78.82,87.04,79.1,79.94,A
S3086,CS,68.17,43.33,41.08,98.33,72.53,A
S3087,Engineering,92.95,83.02,75.7,59.27,73.31,B
S3088,CS,73.4,45.99,75.3,53.45,63.29,B
S3089,Engineering,60.67,48.42,62.72,63.23,99.29,C
S3090,Engineering,96.73,49.58,84.99,70.65,95.29,B
S3091,CS,89.83,95.73,65.69,65.31,76.37,B
S3092,CS,52.78,80.99,80.61,91.74,51.73,F
S3093,Engineering,99.95,79.33,71.03,74.65,58.42,B
S3094,Business,84.75,73.33,54.91,62.31,92.7,B
S3095,Engineering,58.01,57.57,76.39,97.51,96.54,C
S3096,Engineering,61.86,77.25,84.21,56.25,58.06,D
S3097,CS,84.62,64.61,98.43,56.15,86.73,D
S3098,Engineering,88.99,48.72,62.81,62.26,81.15,B
S3099,Engineering,61.95,81.38,43.87,53.84,65.17,F
S3100,Engineering,62.85,47.77,99.28,87.58,71.8,A
S3101,CS,65.36,51.44,77.43,65.64,83.86,C
S3102,Engineering,,89.06,96.79,86.49,55.06,A
S3103,CS,58.59,79.61,46.23,88.14,59.45,D
S3104,CS,55.21,77.86,60.52,61.88,51.67,D
S3105,Mathematics,83.94,65.09,48.04,75.92,95.11,F
S3106,CS,88.95,63.78,90.13,75.98,78.69,A
S3107,CS,,81.42,92.82,93.57,76.17,F
S3108,Engineering,68.19,84.4,70.08,51.28,85.31,D
S3109,Business,71.6,70.61,51.2,65.84,99.42,C
S3110,Engineering,69.42,98.16,47.63,94.12,58.61,B
S3111,Business,98.0,97.34,75.29,61.84,56.66,B
S3112,Business,88.4,64.75,70.38,56.84,64.74,A
S3113,CS,60.4,89.24,81.69,78.81,95.2,C
S3114,CS,69.21,72.6,58.31,65.29,70.57,B
S3115,CS,77.2,70.71,64.14,73.36,89.67,F
S3116,Business,80.65,43.3,41.28,91.0,60.15,B
S3117,CS,73.41,74.44,76.61,76.03,74.68,D
S3118,CS,90.51,94.03,65.39,75.79,56.37,A
S3119,Engineering,88.38,86.81,95.19,63.91,70.64,B
S3120,Engineering,,87.18,78.51,89.64,63.11,A
S3121,Engineering,92.72,49.6,63.92,86.99,77.47,A
S3122,Engineering,87.55,61.51,55.82,61.71,89.02,A
S3123,CS,,53.99,94.32,66.0,96.92,F
S3124,Engineering,97.82,58.95,40.98,89.43,64.19,A
S3125,Engineering,63.32,74.77,59.61,67.89,87.16,A
S3126,Mathematics,,61.89,96.61,70.18,94.28,D
S3127,CS,,73.64,79.24,68.22,56.24,F
S3128,Business,88.61,66.31,71.96,58.08,79.3,B
S3129,Engineering,96.33,57.2,52.21,67.04,80.59,A
S3130,CS,53.16,45.72,90.0,90.15,63.62,C
S3131,Business,,93.51,52.25,74.55,51.13,F
S3132,CS,57.23,40.68,54.9,72.91,62.84,D
S3133,Mathematics,75.19,40.1,51.51,57.82,79.24,B
S3134,Business,,89.61,49.49,58.88,59.82,B
S3135,CS,56.4,99.81,97.2,52.15,64.37,D
S3136,CS,50.61,83.63,76.12,50.7,85.4,F
S3137,CS,81.51,40.92,78.27,74.4,69.92,B
S3138,CS,67.95,53.6,97.26,70.46,53.27,C
S3139,CS,55.26,98.31,53.83,63.77,69.96,F
S3140,CS,66.14,88.52,40.36,99.5,99.99,B
S3141,Engineering,58.45,74.01,75.93,69.9,63.05,F
S3142,CS,97.08,54.21,70.47,89.44,63.26,A
S3143,Business,,40.86,68.66,60.53,58.49,C
S3144,Business,66.7,41.25,43.71,62.35,63.58,F
S3145,Engineering,91.99,76.72,67.27,78.42,78.74,B
S3146,Business,,41.31,57.25,50.2,98.23,A
S3147,CS,85.51,99.62,56.47,50.87,80.38,B
S3148,CS,,51.0,53.34,57.11,70.49,B
S3149,Engineering,,82.64,59.95,61.16,69.48,F
S3150,Engineering,60.35,49.3,61.19,76.39,51.21,C
S3151,Engineering,99.45,72.41,58.53,84.31,50.13,B
S3152,Business,91.55,44.84,98.73,65.59,89.86,B
S3153,Mathematics,79.45,86.01,95.96,61.95,74.51,F
S3154,Engineering,83.12,75.1,74.47,91.14,51.66,B
S3155,Business,82.44,45.17,98.86,58.14,64.3,D
S3156,CS,52.92,90.92,99.47,83.92,67.83,F
S3157,CS,60.9,72.82,61.36,96.57,89.16,D
S3158,Business,98.07,95.3,66.71,61.61,71.72,A
S3159,Engineering,76.72,95.0,97.54,54.35,89.47,A
S3160,Engineering,,95.23,76.52,98.99,81.69,C
S3161,CS,88.1,44.67,52.78,63.54,51.66,B
S3162,Engineering,76.23,47.26,81.36,63.78,98.43,F
S3163,CS,50.66,99.26,52.34,74.19,59.07,C
S3164,Engineering,86.81,69.26,60.36,61.55,63.78,B
S3165,CS,86.61,54.29,53.65,99.64,90.46,A
S3166,CS,58.26,86.18,54.7,52.15,59.49,D
S3167,CS,97.83,55.86,40.28,72.57,70.05,A
S3168,CS,61.2,83.63,92.84,77.42,93.25,B
S3169,Business,72.89,90.24,57.76,73.35,81.86,B
S3170,CS,,87.06,45.18,76.03,65.1,C
S3171,CS,80.16,56.44,45.22,99.38,82.2,B
S3172,Engineering,68.77,64.1,73.36,93.85,90.63,F
S3173,Engineering,,64.8,99.58,65.42,70.19,F
S3174,CS,91.35,69.48,48.7,77.57,78.58,B
S3175,CS,50.48,50.04,45.98,50.02,99.4,C
S3176,Mathematics,89.9,67.15,66.3,70.48,98.23,A
S3177,Engineering,78.57,70.65,73.8,58.19,75.45,D
S3178,CS,99.3,71.9,57.66,85.57,54.81,A
S3179,Engineering,79.47,89.19,58.15,61.05,85.03,F
S3180,CS,,71.04,65.47,87.44,63.43,F
S3181,CS,52.53,53.85,58.85,65.66,83.47,D
S3182,Engineering,,79.79,94.92,96.29,67.59,F
S3183,Business,,87.84,42.52,72.27,85.94,A
S3184,CS,67.29,59.16,54.07,91.98,68.37,C
S3185,Business,80.9,78.72,88.51,81.41,97.06,F
S3186,CS,74.48,48.82,90.04,98.87,56.83,C
S3187,CS,98.36,60.52,46.69,87.14,53.42,A
S3188,CS,97.5,94.55,98.43,86.39,89.06,A
S3189,CS,99.19,94.68,81.6,63.24,70.07,A
S3190,Mathematics,93.32,74.52,56.36,75.24,73.28,B
S3191,Engineering,95.48,82.14,67.36,64.51,96.69,A
S3192,CS,60.86,91.24,57.83,50.96,79.5,A
S3193,Mathematics,91.55,97.51,49.0,85.53,83.01,A
S3194,Business,85.44,69.39,57.47,61.79,50.97,A
S3195,Business,98.14,73.69,74.81,69.87,83.53,A
S3196,Mathematics,78.56,64.94,89.56,64.23,69.42,C
S3197,CS,54.26,44.32,61.81,59.98,73.01,C
S3198,Business,79.87,65.37,60.87,53.36,90.4,F
S3199,Engineering,84.33,87.44,68.08,66.89,76.19,A
S3200,Business,61.02,88.29,78.67,54.09,99.34,B
S3201,Business,69.71,93.54,85.1,77.02,89.84,D
S3202,CS,,43.09,59.61,50.98,86.43,D
S3203,Business,68.71,71.63,75.18,97.0,79.43,A
S3204,CS,68.75,46.45,63.36,98.32,70.62,F
S3205,CS,56.65,52.04,82.98,65.23,52.64,C
S3206,CS,97.04,94.01,49.88,63.01,50.92,A
S3207,Mathematics,87.52,69.81,55.42,55.22,52.34,A
S3208,CS,50.06,85.51,65.56,95.25,97.94,C
S3209,Engineering,88.28,43.86,93.36,79.34,66.16,A
S3210,CS,86.99,65.01,74.4,80.51,85.03,B
S3211,Mathematics,50.49,80.45,97.92,94.79,79.72,C
S3212,CS,68.48,48.0,46.2,95.54,78.58,A
S3213,Business,80.34,59.55,67.61,91.42,78.96,B
S3214,Business,72.64,43.87,65.14,88.67,65.11,A
S3215,Engineering,88.9,79.08,76.01,93.86,94.33,A
S3216,CS,,98.25,88.72,93.8,95.96,B
S3217,Business,57.69,89.62,90.49,68.43,82.23,D
S3218,Mathematics,98.82,98.48,80.21,98.67,93.2,B
S3219,Business,,90.74,78.49,85.46,53.0,D
S3220,CS,85.88,91.31,96.94,68.51,55.02,B
S3221,Business,57.16,74.63,63.02,72.1,77.95,C
S3222,CS,66.45,71.1,89.97,84.36,92.33,C
S3223,Engineering,72.1,64.38,95.29,68.05,65.77,C
S3224,Business,59.61,89.09,69.49,91.33,77.4,C
S3225,CS,72.5,50.92,83.75,57.4,50.5,C
