ID_Aluno,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Stress_Level (1-10),Sleep_Hours_per_Night
S4409,8.3,No,Yes,2,7.3
S4410,14.0,No,Yes,7,6.1
S4411,25.1,No,Yes,7,8.6
S4412,10.5,Yes,Yes,2,7.1
S4413,19.7,Yes,Yes,5,6.7
S4414,24.5,Yes,No,4,6.9
S4415,10.6,No,Yes,7,8.2
S4416,15.1,No,Yes,4,4.1
S4417,27.9,No,No,9,8.3
S4418,13.9,Yes,No,9,4.1
S4419,20.1,Yes,Yes,5,6.9
S4420,15.8,No,Yes,8,6.5
S4421,26.9,No,No,3,5.9
S4422,15.6,No,Yes,4,4.6
S4423,14.0,No,No,2,4.6
S4424,9.3,No,Yes,3,7.7
S4425,13.7,Yes,Yes,4,4.6
S4426,21.7,No,Yes,9,7.4
S4427,9.4,No,Yes,4,9.0
S4428,22.6,No,Yes,1,7.4
S4429,5.3,Yes,Yes,2,4.4
S4430,14.2,Yes,Yes,7,6.7
S4431,16.6,Yes,Yes,2,8.2
S4432,7.4,No,Yes,3,8.8
S4433,22.1,No,Yes,10,7.6
S4434,7.6,Yes,No,3,5.5
S4435,7.2,Yes,Yes,8,5.3
S4436,14.2,No,Yes,7,7.9
S4437,23.5,No,Yes,1,7.8
S4438,29.1,No,No,8,6.4
S4439,24.4,No,Yes,3,4.4
S4440,16.7,No,Yes,5,7.4
S4441,11.8,No,Yes,7,7.0
S4442,12.5,No,Yes,3,4.1
S4443,12.1,No,Yes,8,7.2
S4444,12.0,No,No,8,4.7
S4445,6.7,No,Yes,9,8.1
S4446,10.5,No,Yes,6,7.4
S4447,7.7,Yes,Yes,2,4.3
S4448,5.2,No,Yes,8,6.7
S4449,12.1,Yes,Yes,10,8.0
S4450,13.8,Yes,Yes,2,8.1
S4451,28.2,No,Yes,9,4.4
S4452,29.9,No,Yes,2,4.4
S4453,19.5,No,Yes,7,7.9
S4454,27.5,Yes,Yes,3,5.2
S4455,20.5,No,Yes,1,7.0
S4456,17.4,No,Yes,8,7.0
S4457,6.1,No,Yes,7,7.1
S4458,6.1,Yes,Yes,3,5.7
S4459,5.8,No,Yes,1,4.2
S4460,8.8,No,Yes,10,6.7
S4461,6.9,No,Yes,4,6.6
S4462,9.9,No,Yes,5,6.2
S4463,18.0,No,Yes,3,5.4
S4464,17.6,No,No,5,8.2
S4465,13.6,No,Yes,1,5.9
S4466,21.6,No,Yes,7,4.6
S4467,14.8,No,Yes,2,7.8
S4468,10.5,No,Yes,5,7.2
S4469,22.3,No,Yes,10,5.5
S4470,29.5,Yes,Yes,2,4.8
S4471,25.3,No,Yes,8,6.2
S4472,15.4,No,Yes,3,4.3
S4473,14.4,No,Yes,1,5.1
S4474,6.0,No,Yes,6,8.8
S4475,21.4,No,Yes,8,4.8
S4476,10.6,Yes,Yes,7,5.4
S4477,22.1,No,Yes,6,4.7
S4478,24.0,No,Yes,5,8.6
S4479,27.0,Yes,Yes,8,8.6
S4480,18.7,No,Yes,10,4.3
S4481,25.7,No,Yes,4,8.5
S4482,23.1,Yes,Yes,7,4.7
S4483,13.8,No,Yes,2,6.0
S4484,7.7,No,Yes,9,6.9
S4485,11.1,No,Yes,8,6.3
S4486,26.1,No,Yes,4,4.7
S4487,18.4,No,Yes,7,8.0
S4488,21.6,No,Yes,1,7.4
S4489,25.2,No,Yes,5,8.7
S4490,21.7,No,Yes,2,5.8
S4491,26.4,No,Yes,2,6.2
S4492,7.2,No,Yes,2,5.7
S4493,27.6,Yes,Yes,2,4.3
S4494,25.3,Yes,Yes,5,4.3
S4495,27.6,No,Yes,4,7.8
S4496,23.3,No,Yes,1,5.4
S4497,11.9,No,Yes,6,6.4
S4498,7.8,Yes,Yes,3,8.9
S4499,8.2,No,Yes,8,4.1
S4500,17.5,No,No,2,6.6
S4501,14.8,No,Yes,8,6.6
S4502,21.4,No,Yes,6,9.0
S4503,17.6,No,Yes,5,8.2
S4504,8.1,No,Yes,10,4.3
S4505,5.1,No,Yes,6,4.8
S4506,8.2,Yes,Yes,6,4.2
S4507,8.7,Yes,Yes,4,5.0
S4508,23.0,No,Yes,1,5.1
S4509,12.1,No,Yes,2,4.4
S4510,7.3,No,Yes,8,6.6
S4511,23.9,No,Yes,9,8.9
S4512,28.5,No,Yes,4,8.0
S4513,7.5,Yes,Yes,8,5.0
S4514,29.1,No,Yes,10,7.9
S4515,28.8,No,Yes,6,8.9
S4516,18.1,Yes,Yes,1,8.2
S4517,12.4,No,Yes,6,6.3
S4518,8.5,No,Yes,7,5.3
S4519,25.6,Yes,Yes,1,7.7
S4520,20.1,Yes,Yes,9,7.9
S4521,21.3,No,Yes,6,5.5
S4522,26.5,No,Yes,8,5.1
S4523,16.1,No,Yes,8,7.4
S4524,14.2,Yes,Yes,9,8.4
S4525,24.1,Yes,Yes,1,4.1
S4526,12.4,No,Yes,6,8.9
S4527,13.2,No,Yes,9,5.0
S4528,14.5,No,Yes,8,5.7
S4529,26.4,No,Yes,4,4.3
S4530,24.5,No,No,5,4.3
S4531,12.3,No,Yes,9,5.4
S4532,8.6,No,Yes,5,6.8
S4533,14.8,No,Yes,9,8.5
S4534,20.6,No,Yes,1,4.3
S4535,21.9,No,Yes,10,6.7
S4536,10.0,No,Yes,9,6.1
S4537,11.2,No,Yes,10,8.9
S4538,28.3,Yes,No,9,4.9
S4539,14.6,No,Yes,6,5.8
S4540,12.9,No,Yes,7,4.2
S4541,22.4,Yes,Yes,6,8.6
S4542,16.7,No,No,4,7.1
S4543,11.2,No,Yes,7,6.9
S4544,15.2,No,Yes,2,4.2
S4545,8.6,Yes,Yes,3,4.5
S4546,12.0,No,Yes,4,8.0
S4547,15.5,Yes,Yes,3,6.7
S4548,17.9,No,Yes,9,5.0
S4549,23.5,No,Yes,4,6.7
S4550,14.6,Yes,No,10,8.8
S4551,18.6,Yes,Yes,1,4.5
S4552,28.8,No,Yes,8,8.9
S4553,25.5,No,Yes,4,7.9
S4554,10.9,No,Yes,9,4.7
S4555,10.3,No,No,9,8.1
S4556,21.6,No,No,9,7.7
S4557,19.9,Yes,Yes,9,6.9
S4558,18.7,No,Yes,7,7.9
S4559,8.9,No,Yes,9,4.7
S4560,14.1,No,No,7,7.6
S4561,24.0,No,Yes,8,7.2
S4562,23.1,Yes,No,2,5.4
S4563,9.1,Yes,Yes,4,7.5
S4564,15.7,Yes,Yes,4,7.4
S4565,16.1,No,Yes,4,5.2
S4566,17.7,No,Yes,3,4.7
S4567,16.5,Yes,Yes,1,5.8
S4568,17.5,Yes,Yes,6,6.0
S4569,25.3,Yes,Yes,5,8.1
S4570,14.7,No,Yes,3,6.2
S4571,18.8,No,Yes,7,7.7
S4572,20.2,No,Yes,6,6.3
S4573,28.6,No,Yes,4,4.3
S4574,21.4,Yes,Yes,9,7.3
S4575,8.3,No,Yes,4,8.5
S4576,19.6,No,Yes,9,6.6
S4577,21.5,No,Yes,3,7.5
S4578,5.2,No,Yes,7,7.9
S4579,6.9,No,Yes,7,6.3
S4580,5.5,No,Yes,1,5.2
S4581,6.2,No,Yes,1,8.3
S4582,7.2,No,No,2,8.1
S4583,28.9,Yes,Yes,4,8.3
S4584,10.2,No,Yes,2,8.1
S4585,10.1,Yes,Yes,10,4.7
S4586,26.4,No,Yes,10,6.1
S4587,23.8,No,Yes,5,5.0
S4588,21.9,No,Yes,2,4.8
S4589,15.5,No,Yes,8,7.9
S4590,5.8,Yes,Yes,6,6.4
S4591,25.7,No,No,3,4.5
S4592,26.5,No,Yes,2,6.0
S4593,17.0,No,Yes,9,9.0
S4594,21.1,No,Yes,1,5.1
S4595,16.9,No,Yes,6,6.0
S4596,12.4,No,No,7,7.0
S4597,18.5,Yes,Yes,9,5.0
S4598,22.2,Yes,Yes,7,8.8
S4599,8.9,Yes,Yes,4,7.2
S4600,18.3,No,Yes,2,5.1
S4601,24.4,No,Yes,6,6.2
S4602,16.9,No,Yes,10,5.8
S4603,8.9,No,Yes,7,4.6
S4604,26.7,No,Yes,6,5.4
S4605,21.8,No,No,4,6.8
S4606,20.8,No,Yes,7,4.4
S4607,21.3,No,Yes,10,4.2
S4608,11.1,No,Yes,6,6.7
S4609,17.3,No,Yes,6,6.2
S4610,13.1,Yes,Yes,2,4.9
S4611,25.8,No,Yes,2,7.6
S4612,19.7,No,Yes,6,4.4
S4613,22.9,No,Yes,1,5.4
S4614,21.5,No,Yes,8,4.5
S4615,17.1,No,Yes,9,7.6
S4616,25.1,No,Yes,8,7.2
S4617,20.4,No,Yes,10,4.9
S4618,10.7,Yes,Yes,6,6.8
S4619,12.3,Yes,No,10,7.5
S4620,25.7,No,Yes,1,4.2
S4621,28.5,No,Yes,8,7.3
S4622,18.7,No,Yes,2,5.6
S4623,14.6,No,Yes,4,4.7
S4624,20.6,No,Yes,1,8.1
S4625,17.1,Yes,No,1,7.0
S4626,26.0,Yes,Yes,5,6.7
S4627,25.8,Yes,Yes,6,8.2
S4628,16.4,No,Yes,9,5.3
S4629,25.1,No,No,3,4.1
S4630,9.8,Yes,Yes,2,8.7
S4631,14.3,No,Yes,2,5.3
S4632,7.0,No,Yes,8,7.2
S4633,25.2,No,Yes,9,8.9
S4634,29.4,No,Yes,8,5.2
S4635,19.4,No,Yes,3,9.0
S4636,24.2,No,Yes,10,6.7
S4637,15.0,No,Yes,10,8.8
S4638,19.0,Yes,Yes,8,4.4
S4639,13.7,No,Yes,10,6.7
S4640,22.4,No,Yes,6,8.7
S4641,11.2,No,No,6,4.8
S4642,8.8,Yes,Yes,9,5.4
S4643,27.5,No,Yes,8,5.1
S4644,26.6,Yes,Yes,1,8.8
S4645,25.9,No,Yes,7,5.3
S4646,25.5,No,Yes,6,4.6
S4647,23.2,No,No,5,8.0
S4648,26.9,No,Yes,3,6.6
S4649,10.3,Yes,Yes,1,6.9
S4650,26.8,No,Yes,8,7.0
S4651,27.9,No,Yes,3,7.1
S4652,22.9,Yes,Yes,7,6.3
S4653,20.0,Yes,Yes,6,8.9
S4654,10.9,Yes,Yes,2,4.9
S4655,26.7,Yes,Yes,2,8.8
S4656,19.4,No,Yes,3,5.5
S4657,20.3,Yes,Yes,3,4.9
S4658,20.2,No,Yes,2,7.1
S4659,26.7,No,Yes,8,8.5
S4660,8.4,No,Yes,1,5.8
S4661,6.5,No,Yes,3,4.4
S4662,10.6,No,Yes,1,6.7
S4663,17.3,No,Yes,4,8.9
S4664,16.7,No,Yes,1,5.9
S4665,17.8,Yes,Yes,1,4.1
S4666,7.9,No,Yes,4,6.5
S4667,24.8,No,Yes,6,5.9
S4668,12.6,Yes,Yes,6,4.3
S4669,27.8,Yes,Yes,4,8.4
S4670,26.0,No,Yes,7,7.1
S4671,6.6,No,Yes,8,4.8
S4672,6.3,No,Yes,2,8.6
S4673,20.7,No,Yes,9,6.9
S4674,6.9,No,Yes,5,7.4
S4675,19.3,Yes,Yes,6,6.9
S4676,7.0,Yes,Yes,1,8.9
S4677,17.0,No,Yes,4,8.5
S4678,15.5,No,Yes,7,4.1
S4679,19.8,Yes,Yes,6,4.1
S4680,13.9,No,Yes,2,6.4
S4681,8.5,No,Yes,7,5.6
S4682,26.1,No,Yes,9,6.7
S4683,12.5,No,No,9,5.7
S4684,6.7,No,Yes,3,8.4
S4685,17.5,No,Yes,6,4.8
S4686,26.9,No,Yes,1,4.3
S4687,12.0,No,Yes,4,5.7
S4688,16.3,No,Yes,5,4.7
S4689,15.1,No,No,9,7.0
S4690,6.2,Yes,Yes,3,6.4
S4691,26.7,Yes,Yes,9,7.5
S4692,24.0,Yes,Yes,5,4.4
S4693,7.4,No,Yes,3,7.8
S4694,8.3,No,Yes,2,5.4
S4695,5.3,No,Yes,9,7.4
S4696,29.6,Yes,No,6,5.5
S4697,15.4,Yes,Yes,6,8.2
S4698,28.3,No,Yes,2,8.2
S4699,15.5,No,Yes,8,5.5
S4700,7.6,Yes,Yes,5,8.5
S4701,13.6,Yes,Yes,10,5.6
S4702,15.5,No,Yes,6,8.5
S4703,9.4,No,No,9,5.0
S4704,6.3,No,Yes,8,5.4
S4705,12.9,No,Yes,9,8.4
S4706,18.5,No,Yes,7,4.4
S4707,11.4,No,Yes,1,7.5
S4708,29.0,Yes,Yes,1,7.4
S4709,17.0,No,Yes,4,8.9
S4710,8.3,No,Yes,2,8.9
S4711,15.3,No,Yes,9,6.4
S4712,22.7,Yes,Yes,4,7.3
S4713,17.2,No,Yes,5,4.8
S4714,13.3,Yes,Yes,2,5.1
S4715,7.7,No,Yes,9,6.8
S4716,16.5,No,Yes,8,5.2
S4717,7.4,No,Yes,7,5.1
S4718,14.3,No,Yes,7,4.1
S4719,7.9,No,Yes,8,4.4
S4720,21.9,Yes,Yes,10,7.6
S4721,24.3,Yes,Yes,10,4.1
S4722,11.1,No,Yes,7,8.5
S4723,6.9,No,Yes,10,4.4
S4724,13.7,Yes,Yes,7,4.8
S4725,19.0,No,Yes,6,5.7
S4726,24.2,No,Yes,9,7.6
S4727,15.1,No,Yes,4,7.5
S4728,14.1,Yes,Yes,5,5.2
S4729,27.7,No,No,6,5.6
S4730,16.2,No,Yes,7,8.1
S4731,16.2,No,Yes,5,6.5
S4732,15.2,Yes,Yes,5,6.3
S4733,14.1,No,Yes,10,7.2
S4734,23.2,Yes,Yes,10,6.3
S4735,12.0,No,No,6,6.2
S4736,14.5,No,Yes,10,8.0
S4737,12.1,Yes,Yes,9,8.7
S4738,19.3,No,No,6,6.7
S4739,29.0,No,Yes,8,5.4
S4740,14.8,No,No,4,8.7
S4741,29.2,No,Yes,7,7.5
S4742,21.4,No,Yes,5,7.3
S4743,24.9,Yes,Yes,4,7.0
S4744,13.3,Yes,No,2,7.7
S4745,10.6,No,Yes,9,7.9
S4746,19.4,No,Yes,5,8.0
S4747,29.8,No,No,6,8.9
S4748,22.8,Yes,Yes,1,6.1
S4749,22.0,No,Yes,4,5.2
S4750,16.3,No,Yes,5,6.0
S4751,27.0,No,Yes,4,7.8
S4752,22.4,No,Yes,2,6.7
S4753,21.9,No,No,1,8.3
S4754,12.3,No,Yes,9,5.2
S4755,28.9,Yes,Yes,4,7.7
S4756,11.3,No,Yes,8,5.2
S4757,18.1,No,Yes,8,8.0
S4758,13.5,Yes,Yes,4,6.2
S4759,9.5,No,Yes,8,8.9
S4760,8.6,No,Yes,4,7.3
S4761,12.3,No,Yes,6,7.7
S4762,22.2,Yes,Yes,5,4.2
S4763,29.4,No,Yes,1,7.5
S4764,26.3,Yes,Yes,9,6.1
S4765,10.5,No,Yes,6,5.6
S4766,7.0,No,Yes,10,8.0
S4767,22.2,Yes,Yes,9,5.1
S4768,5.8,No,Yes,4,4.9
S4769,26.5,No,Yes,4,5.8
S4770,25.6,Yes,Yes,4,7.1
S4771,24.8,No,Yes,2,5.3
S4772,18.8,No,No,3,6.8
S4773,29.3,No,Yes,5,5.9
S4774,16.5,No,Yes,4,6.0
S4775,29.7,No,Yes,1,5.0
S4776,27.0,Yes,Yes,8,5.6
S4777,8.2,No,Yes,4,5.4
S4778,27.4,Yes,Yes,4,5.2
S4779,12.6,No,Yes,7,4.4
S4780,24.2,No,Yes,6,6.2
S4781,5.0,No,No,2,5.2
S4782,11.9,Yes,Yes,4,8.8
S4783,24.0,No,Yes,2,7.0
S4784,29.3,No,Yes,3,6.3
S4785,9.3,No,Yes,10,5.7
S4786,16.5,Yes,Yes,6,6.3
S4787,19.7,No,Yes,9,5.7
S4788,28.8,Yes,Yes,1,8.3
S4789,16.3,No,Yes,4,5.3
S4790,28.3,Yes,Yes,8,5.4
S4791,29.5,Yes,Yes,4,7.5
S4792,28.5,No,Yes,6,8.5
S4793,23.7,Yes,Yes,1,7.4
S4794,8.2,No,Yes,10,4.4
S4795,20.1,Yes,Yes,4,8.5
S4796,23.8,No,Yes,7,7.8
S4797,28.9,No,No,6,5.2
S4798,24.4,No,Yes,9,4.3
S4799,18.5,No,Yes,3,7.6
S4800,10.1,No,Yes,5,5.2
S4801,16.4,No,Yes,7,6.6
S4802,21.0,No,Yes,1,4.4
S4803,13.1,No,Yes,9,6.8
S4804,16.4,No,Yes,9,4.1
S4805,5.4,Yes,No,3,6.7
S4806,27.0,Yes,Yes,8,8.2
S4807,5.9,No,Yes,2,6.9
S4808,15.2,No,Yes,4,8.4
S4809,17.8,No,No,7,6.7
S4810,29.3,No,No,9,7.4
S4811,28.4,Yes,Yes,4,5.8
S4812,21.2,No,Yes,1,5.5
S4813,19.6,No,Yes,7,5.7
S4814,14.2,No,Yes,3,4.5
S4815,6.0,No,Yes,10,5.3
S4816,11.7,Yes,Yes,9,5.9
S4817,26.2,No,Yes,10,5.7
S4818,21.2,No,Yes,9,6.5
S4819,25.4,Yes,Yes,2,6.4
S4820,25.9,No,No,7,7.7
S4821,6.6,Yes,Yes,8,6.0
S4822,13.4,Yes,Yes,1,7.4
S4823,21.9,Yes,Yes,5,8.5
S4824,26.3,No,Yes,8,6.3
S4825,25.0,No,Yes,10,6.8
S4826,15.6,No,Yes,2,7.4
S4827,28.3,Yes,Yes,1,6.5
S4828,12.5,No,Yes,10,4.8
S4829,14.4,Yes,Yes,4,5.5
S4830,9.5,No,Yes,1,4.1
S4831,10.7,No,Yes,5,7.4
S4832,5.2,No,Yes,8,5.4
S4833,12.7,No,Yes,8,8.1
S4834,12.7,Yes,Yes,9,7.3
S4835,6.7,No,Yes,5,7.7
S4836,13.5,No,Yes,8,8.4
S4837,12.5,No,Yes,10,6.1
S4838,25.0,Yes,Yes,5,4.9
S4839,8.9,Yes,Yes,7,8.7
S4840,23.1,No,Yes,8,9.0
S4841,8.2,Yes,Yes,8,5.1
S4842,17.4,No,Yes,2,7.7
S4843,23.4,Yes,Yes,1,4.4
S4844,20.2,No,Yes,8,4.1
S4845,21.1,No,Yes,9,7.4
S4846,10.2,Yes,Yes,7,5.3
S4847,25.7,No,Yes,8,8.3
S4848,28.8,No,Yes,9,6.6
S4849,8.9,Yes,No,10,7.9
S4850,27.2,No,Yes,10,4.5
S4851,14.9,No,Yes,10,8.4
S4852,22.5,Yes,Yes,4,4.9
S4853,17.7,No,Yes,3,6.8
S4854,24.8,No,Yes,4,7.0
S4855,6.1,Yes,Yes,10,4.3
S4856,13.1,Yes,Yes,3,8.9
S4857,6.2,No,Yes,2,5.5
S4858,28.5,No,Yes,1,7.6
S4859,9.3,No,Yes,4,7.2
S4860,15.6,No,No,5,4.2
S4861,21.0,Yes,Yes,8,8.3
S4862,16.5,No,Yes,7,5.5
S4863,18.4,Yes,Yes,6,5.2
S4864,10.1,Yes,Yes,6,4.3
S4865,6.7,No,Yes,5,5.3
S4866,11.4,No,Yes,4,7.1
S4867,12.9,Yes,Yes,8,5.0
S4868,15.4,Yes,Yes,8,6.3
S4869,12.4,Yes,Yes,10,8.0
S4870,5.9,Yes,Yes,3,8.8
S4871,7.4,No,Yes,8,7.5
S4872,21.8,Yes,No,5,5.0
S4873,6.6,No,Yes,1,5.9
S4874,6.2,No,Yes,8,6.8
S4875,25.3,No,Yes,7,8.4
S4876,6.0,No,Yes,7,6.7
S4877,6.7,No,Yes,5,6.5
S4878,18.7,No,Yes,5,5.3
S4879,16.1,No,Yes,7,6.5
S4880,29.1,No,Yes,9,5.6
S4881,28.4,Yes,No,10,6.8
S4882,21.5,Yes,No,1,8.0
S4883,6.8,Yes,Yes,8,8.7
S4884,17.6,Yes,Yes,10,8.0
S4885,6.1,No,Yes,9,8.1
S4886,27.7,No,Yes,7,5.8
S4887,21.5,Yes,Yes,2,7.5
S4888,19.3,No,Yes,5,5.9
S4889,15.7,No,Yes,4,4.1
S4890,17.7,Yes,Yes,7,8.4
S4891,15.0,Yes,Yes,3,4.3
S4892,7.5,Yes,Yes,8,4.6
S4893,21.5,No,Yes,5,4.1
S4894,29.9,No,Yes,6,4.3
S4895,7.8,No,Yes,4,4.3
S4896,29.9,No,Yes,7,7.4
S4897,27.5,No,Yes,9,8.3
S4898,27.4,Yes,Yes,4,8.0
S4899,25.8,Yes,Yes,6,7.1
S4900,28.1,No,Yes,6,7.9
S4901,11.2,No,Yes,1,6.3
S4902,15.9,No,Yes,9,8.5
S4903,17.0,Yes,Yes,2,6.3
S4904,6.7,No,Yes,10,4.1
S4905,29.5,No,Yes,1,7.5
S4906,22.2,Yes,Yes,5,8.2
S4907,16.3,No,Yes,2,5.1
S4908,29.8,No,No,10,5.6
S4909,11.8,No,Yes,5,7.5
S4910,13.4,No,Yes,1,6.9
S4911,9.8,Yes,Yes,7,8.4
S4912,9.7,No,Yes,4,6.4
S4913,9.7,No,Yes,8,7.4
S4914,20.3,No,Yes,8,5.4
S4915,12.4,Yes,Yes,7,8.6
S4916,28.8,No,Yes,1,5.8
S4917,25.4,No,No,3,6.7
S4918,9.0,Yes,Yes,6,7.1
S4919,25.8,No,Yes,6,5.3
S4920,13.6,Yes,Yes,6,5.6
S4921,10.7,Yes,Yes,2,6.5
S4922,24.6,No,Yes,8,5.4
S4923,26.4,No,Yes,3,4.7
S4924,29.0,No,Yes,5,8.2
S4925,15.5,No,Yes,9,5.6
S4926,19.1,Yes,Yes,7,6.1
S4927,20.4,Yes,No,9,6.7
S4928,20.7,Yes,Yes,4,8.2
S4929,15.1,No,Yes,1,4.7
S4930,8.8,Yes,Yes,10,7.1
S4931,6.8,No,Yes,3,5.8
S4932,27.6,Yes,No,5,8.3
S4933,14.2,Yes,Yes,10,7.3
S4934,9.5,No,Yes,1,4.7
S4935,29.6,No,Yes,7,5.5
S4936,25.1,No,Yes,1,4.2
S4937,29.5,No,Yes,8,7.9
S4938,12.0,No,Yes,7,6.1
S4939,16.6,Yes,Yes,2,4.2
S4940,25.2,No,Yes,7,4.1
S4941,18.8,No,Yes,6,8.8
S4942,13.9,Yes,Yes,7,8.3
S4943,9.0,No,Yes,1,5.7
S4944,19.0,No,Yes,7,6.6
S4945,20.0,No,Yes,9,6.9
S4946,23.0,No,No,8,6.6
S4947,24.8,Yes,Yes,7,5.5
S4948,8.0,No,Yes,2,6.0
S4949,20.7,No,No,7,4.9
S4950,24.5,Yes,Yes,2,4.2
S4951,14.7,No,Yes,4,4.8
S4952,11.9,No,Yes,1,4.1
S4953,17.0,No,Yes,3,6.2
S4954,12.8,Yes,Yes,5,7.3
S4955,17.7,Yes,Yes,6,4.9
S4956,12.7,No,Yes,3,6.7
S4957,15.6,No,Yes,3,5.6
S4958,27.9,Yes,Yes,10,4.6
S4959,27.9,No,Yes,6,4.6
S4960,29.8,Yes,Yes,9,7.1
S4961,17.2,No,Yes,2,4.6
S4962,9.2,No,Yes,2,6.8
S4963,27.2,No,Yes,7,5.0
S4964,19.9,No,Yes,4,8.3
S4965,23.7,No,Yes,1,4.2
S4966,9.1,No,Yes,6,5.9
S4967,13.0,Yes,Yes,9,7.8
S4968,11.9,No,Yes,10,7.7
S4969,19.0,Yes,Yes,6,4.7
S4970,29.9,No,Yes,6,5.0
S4971,20.3,No,Yes,4,6.7
S4972,19.3,Yes,Yes,1,7.4
S4973,24.0,No,Yes,7,7.8
S4974,13.2,Yes,Yes,4,7.1
S4975,11.3,No,Yes,9,7.9
S4976,26.0,No,No,4,6.2
S4977,29.0,No,Yes,9,6.8
S4978,15.5,No,Yes,1,6.2
S4979,6.0,No,No,10,7.8
S4980,9.5,No,Yes,4,4.9
S4981,26.4,No,No,2,5.3
S4982,8.0,No,Yes,6,8.2
S4983,24.1,Yes,Yes,9,7.6
S4984,20.5,No,Yes,2,7.7
S4985,23.2,Yes,Yes,2,4.5
S4986,11.4,No,Yes,1,6.4
S4987,5.5,No,Yes,9,6.8
S4988,6.0,Yes,Yes,1,7.9
S4989,23.1,Yes,Yes,2,6.1
S4990,20.3,Yes,Yes,5,6.7
S4991,26.0,No,Yes,7,5.2
S4992,15.0,No,Yes,9,8.2
S4993,18.9,Yes,Yes,1,8.6
S4994,24.6,No,Yes,8,6.3
S4995,17.4,No,Yes,1,6.2
S4996,29.8,No,Yes,9,5.6
S4997,23.6,No,Yes,10,5.3
S4998,22.1,Yes,Yes,2,6.8
S4999,25.0,No,No,3,4.8
S5000,24.4,No,No,10,6.9
S5001,10.5,No,Yes,4,6.8
S5002,10.3,No,Yes,3,7.5
S5003,20.2,Yes,Yes,2,5.1
S5004,15.9,No,Yes,5,7.5
S5005,26.8,Yes,Yes,2,4.1
S5006,12.3,No,Yes,2,6.7
S5007,13.3,No,Yes,8,8.2
S5008,9.2,Yes,Yes,2,7.6
S5009,29.5,No,Yes,8,8.3
S5010,7.9,No,No,8,4.7
S5011,29.6,No,Yes,1,7.6
S5012,22.7,Yes,Yes,5,6.3
S5013,7.2,No,Yes,9,5.6
S5014,8.8,No,Yes,8,5.8
S5015,13.2,Yes,Yes,10,4.5
S5016,11.5,Yes,Yes,9,7.5
S5017,29.3,No,Yes,3,7.2
S5018,20.3,Yes,Yes,2,4.8
S5019,6.9,No,Yes,1,6.7
S5020,18.1,No,Yes,8,4.6
S5021,27.4,Yes,Yes,8,5.6
S5022,15.4,No,Yes,8,4.2
S5023,21.7,No,Yes,3,7.1
S5024,24.3,Yes,Yes,1,4.1
S5025,9.6,No,Yes,9,5.3
S5026,26.4,No,No,7,5.3
S5027,16.2,No,Yes,6,7.7
S5028,6.4,No,Yes,7,6.3
S5029,27.0,No,Yes,6,6.9
S5030,19.1,No,Yes,4,5.2
S5031,10.0,Yes,Yes,2,6.7
S5032,12.9,Yes,No,1,4.7
S5033,19.2,No,Yes,9,9.0
S5034,14.4,No,Yes,2,6.6
S5035,10.8,Yes,Yes,6,8.4
S5036,17.0,No,Yes,8,4.5
S5037,9.6,No,Yes,7,7.0
S5038,11.1,No,Yes,9,7.4
S5039,25.7,Yes,Yes,9,7.9
S5040,10.7,Yes,Yes,4,6.4
S5041,22.4,No,Yes,9,4.2
S5042,11.3,No,Yes,10,5.3
S5043,10.3,No,Yes,2,5.4
S5044,11.3,Yes,Yes,1,5.6
S5045,16.7,No,Yes,6,4.5
S5046,8.7,No,No,4,4.0
S5047,7.7,Yes,Yes,4,6.6
S5048,23.9,No,Yes,10,7.7
S5049,5.6,No,Yes,10,5.2
S5050,14.6,Yes,Yes,1,7.5
S5051,14.9,No,Yes,6,7.7
S5052,27.3,No,Yes,3,6.1
S5053,24.4,No,Yes,7,6.6
S5054,17.8,No,Yes,1,5.6
S5055,17.0,No,Yes,8,5.9
S5056,19.1,No,Yes,9,6.9
S5057,13.9,No,Yes,4,5.8
S5058,22.5,No,Yes,5,6.5
S5059,22.2,No,Yes,8,7.7
S5060,19.4,No,Yes,5,8.8
S5061,6.4,No,Yes,10,8.5
S5062,8.2,Yes,Yes,4,8.6
S5063,6.0,Yes,Yes,5,8.6
S5064,23.0,Yes,Yes,2,5.2
S5065,16.9,Yes,Yes,10,8.7
S5066,28.9,No,Yes,2,5.1
S5067,28.8,No,Yes,1,8.3
S5068,25.0,Yes,Yes,4,6.9
S5069,16.1,Yes,Yes,10,8.2
S5070,12.9,No,Yes,8,8.9
S5071,10.0,No,No,10,8.4
S5072,10.8,No,Yes,10,8.1
S5073,29.8,No,Yes,10,5.0
S5074,18.3,No,Yes,10,8.3
S5075,5.3,No,Yes,2,4.8
S5076,6.1,No,Yes,7,6.6
S5077,16.5,No,Yes,8,6.5
S5078,16.1,No,Yes,10,6.6
S5079,15.1,No,No,1,7.6
S5080,25.6,No,Yes,3,6.0
S5081,22.6,No,Yes,6,6.3
S5082,7.7,No,Yes,7,7.3
S5083,14.1,No,Yes,5,7.4
S5084,19.9,Yes,Yes,7,6.2
S5085,14.6,No,Yes,6,4.3
S5086,10.2,No,Yes,7,5.3
S5087,20.7,No,No,4,8.7
S5088,20.1,No,Yes,2,8.6
S5089,29.4,No,No,8,7.2
S5090,19.0,No,Yes,1,4.9
S5091,26.9,No,Yes,4,4.5
